Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Artist Genres,Streams,Views,Likes,Playlist Count,Playlist Reach
IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,USUG12306072,0.037222333400040025,0.1294617563739377,0.09503141944679447,0.14554591787476434,0.17221191294023458,,0.0024413327549586065,0.00686791966651749,2.8531469196537744e-05,9.217978901754385e-05,9.72833389144191e-05,0.0015294020626618458,0.03263403263403263,0.0024715802026088274,0.015217697618712134,0.02377179080824089,0.009034946767022737,0.1339712918660287,0.0010241646474840871,0.001592376905561998,0.05176360347887749,0.004390386545631329,True,['rap'],0.033101693078895406,0.0012693080469365129,0.0034800497277675166,0.06750308201772573,0.06092542058997305
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214888,0.03742245347208325,0.1293201133144476,0.332073611798065,0.2584575306872903,0.23752476682157064,0.8105263157894737,0.057947089005377386,0.08967360803492741,0.00418179496927261,0.0006184846879344083,0.0009653153656373107,0.023479203732407986,0.1048951048951049,0.04103475624504306,0.0267718754403269,0.06497622820919176,0.1439688107243126,0.22966507177033493,0.039045671838619386,0.004668679797868648,,0.014047155001692445,False,"['reggaeton', 'trap latino', 'urbano latino', 'latin']",0.10973147883051358,0.02945620218550735,0.04514604636143091,0.13253252307195812,0.13499092709276375
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,USSM11914962,0.03762257354412648,0.12861189801699718,0.28912364275113084,0.46897903253945267,0.19498846346105897,0.6947368421052631,0.14892115267261072,0.19795075533346723,0.013628135515807353,0.0033070824220729944,0.004136458332153698,0.05908204609414557,0.2167832167832168,0.004275485006834252,0.006481611948710724,0.1489698890649762,0.010117256477566044,0.14832535885167464,0.15217848078514856,0.023399211535368756,,0.02424710346083116,True,['rap'],0.1130148051229561,0.07652880550238221,0.10062891887777012,0.20129134175493785,0.0880625886775902
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,QMDA62217995,0.0378226936161697,0.12847025495750708,0.1880020525643822,0.21722214600154813,0.23836258469352153,0.7789473684210526,0.010745256919040018,0.027753008714940505,0.021798788386918146,0.015423868478977521,0.013763025376399143,0.1154519731879415,0.15967365967365968,0.2251337319511084,0.009017894885162745,0.10142630744849446,0.18636846221083433,0.3110047846889952,0.014538790293073629,0.003071806146892273,0.02834304808004292,0.029794702545434454,True,[],0.09300710355475397,0.01225414114771958,0.02158843859695901,0.15847974079191796,0.18006100669743244
Stargazing,Stargazing,Myles Smith,2024-05-10,GBARL2400510,0.03802281368821293,0.12804532577903682,0.02489759604394012,0.015930120885989118,0.6287544791528652,0.9052631578947368,0.0006328930130779201,0.0026947181880149417,,1.1885249200164929e-05,2.0151500325581964e-05,0.005244719538455977,0.13869463869463872,0.006283573610228315,0.0018317598985486826,0.14580031695721077,0.3074307942663583,0.5167464114832535,0.0025056660025168306,0.00014468939656850713,0.003097769582951009,,False,[],0.007723273027636991,0.00032652225670175104,0.0013533017186075534,0.16346323548353212,0.31380999765255985
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204897,0.03822293376025616,0.12790368271954675,0.22690167009130657,0.4059513102333877,0.29533505382885294,0.8105263157894737,0.012179074193114725,0.032148786716419984,0.018729580856167386,0.0036518911390136474,0.003971577742659419,0.04496845246408517,0.12703962703962704,0.0005849893970671781,0.09017894885162746,0.02694136291600634,0.006514855050896566,0.26794258373205737,0.03477637943499727,0.012706215454414641,0.07540536917483551,0.014299222225454534,True,['rap'],0.0855694713899668,0.008075325967887072,0.017900338927716815,0.16811621987509862,0.11560612044794488
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013339,0.03842305383229938,0.1276203966005666,0.2629192579004817,0.4251792456185816,0.12416815664435989,0.7473684210526316,0.018785258428486124,0.05331388983744387,0.12790468829614657,0.014717606703505647,0.01190075383129941,0.035489670735741066,0.13752913752913754,0.20971701137916876,0.10469212343243625,0.03169572107765452,0.001964506756307735,0.10047846889952153,0.15355219284758934,0.020955891688744805,0.2216793970220825,0.017780550710854322,True,"['brooklyn drill', 'new york drill', 'drill']",0.1905119965163517,0.015343006129892766,0.03401574827047476,0.14316769296272797,0.0538741113788029
Memories,Memories,Maroon 5,2019-09-20,USUM71913350,0.038623173904342605,0.1273371104815864,0.469715354142572,0.37738210778958353,0.19028721715989874,0.7999999999999999,0.07904862648803966,0.18809985448191183,0.055428835790881946,0.0066129282111390695,0.006253061726184416,0.3297231337534033,0.3111888111888112,0.4306219449772473,0.05664365224742849,0.7036450079239304,0.021443695547492172,0.23444976076555024,0.2759075081358273,0.06709170609695193,,0.06479665450473288,False,['pop'],0.3082221148757688,0.04265084410711204,0.09735639134652545,0.33875147875296546,0.18048468215359806
Classy 101,Classy 101,Feid,2023-03-31,USUM72304895,0.038823293976385835,0.12705382436260623,0.20370288800470157,0.15366934794060205,0.2686780590141975,0.8105263157894737,0.02922587285277452,0.030293404612599533,0.010711865051558625,0.004356814254676041,0.004774388750451354,0.25380793001087637,0.10839160839160839,0.026343647521388673,0.02606735240242356,0.07765451664025357,0.2541483334660848,0.25837320574162675,0.007549597226108969,0.0008988200540032673,,0.007396466651114567,True,"['reggaeton', 'urbano latino']",0.0659158712886557,0.017000130801612938,0.017325109433637787,0.1197974997536188,0.2588781074970529
Whatever,Whatever,Kygo,2024-01-19,USRC12302637,0.03902341404842906,0.12691218130311616,0.05193403716408648,0.029726062897300266,0.6097397307246285,0.863157894736842,0.0027837609038930925,0.008385866196604221,,,,0.2580051904475359,0.12820512820512822,0.10763636159094617,0.03903057629984501,0.2694136291600634,0.6705814402630291,0.5167464114832535,0.006986687642144299,0.00014997968529130448,,0.006469218876235789,False,['tropical house'],0.05139691567425549,0.0027837609038930925,0.008385866196604221,0.18884824228620734,0.5127754538117312
Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,USRC12400299,0.03922353412047228,0.12606232294617564,0.048369582343654884,0.03926211612304388,0.43473943445265767,0.9052631578947368,0.0012122070215330127,0.004075979719457611,0.001571072297693993,0.0009541810695088699,0.0012789822265755102,0.04397171007798294,0.06993006993006992,0.003080194171480642,0.08116105396646471,0.047543581616481784,0.030780875719163322,0.3062200956937799,0.004711083452338565,0.0016135380604531875,0.04351475526084195,,True,"['trap soul', 'r&b']",0.03616733383895615,0.0012455946240542614,0.0025150803944832406,0.09291388028476573,0.1698306734166013
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,2023-08-04,DEA622301801,0.03942365419251551,0.12521246458923513,0.08443747650047934,0.20288588410053676,0.36331134793919906,0.831578947368421,0.002278501793183923,0.007888667894033866,0.00031079254803712236,7.685267947792248e-05,0.0001543518296290765,0.0004277144442412519,0.0641025641025641,0.03156524038001811,,0.08082408874801902,0.09251757272404419,0.10526315789473684,,,0.016154339134979913,0.019892154555866997,False,['hypertechno'],0.04405235200515912,0.0012164268114064998,0.003982760286755894,0.11326892371146419,0.1520855450358282
"yes, and?","yes, and?",Ariana Grande,2024-01-12,USUM72400048,0.039623774264558737,0.12478753541076487,0.0973528143082788,0.03805444188681738,0.38832724952007847,,0.0070517607151960315,0.04642966490397529,0.0018158275481544883,0.0002518561228186091,4.3186640554383274e-05,0.32689007683417265,0.12237762237762237,0.04465100320056699,0.015922220656615475,0.1362916006339144,0.1400000236525078,0.43540669856459324,0.0023514966300010372,0.0008607299751991265,0.004438235010654291,0.00467828268456275,True,['pop'],0.03294315396122331,0.0035474736778752076,0.023340760513396952,0.1465982186876293,0.285072450002253
Without Me,Without Me,Halsey,2018-10-04,USUM71813499,0.03982389433660196,0.1246458923512748,0.4771240967982379,0.33687336019688646,0.26420055761034106,0.7789473684210526,0.12363653768161947,0.32945170619051606,0.09084513032273031,0.008872292498712192,0.009504325143783701,0.3227725610286668,0.20862470862470864,0.18044166699478573,0.042130477666619696,0.10776545166402536,0.013417196273634536,0.42105263157894735,0.3843668088532033,0.09527333863772948,0.07726374390243998,0.06740874848475537,True,[],0.23226535884305735,0.06657043141270158,0.16916199934461412,0.2339178981404595,0.20013010497088082
meet the grahams,meet the grahams,Kendrick Lamar,2024-05-03,USUG12400909,0.04002401440864519,0.12450424929178472,0.015303005504503347,0.015128956911606036,0.06059607450483234,,0.0022565879688367877,0.02728785924908404,,6.570598504853739e-05,3.301421210606489e-05,0.0174793852631596,0.013986013986013986,0.00015412220653500654,,0.009508716323296355,0.008254621487361398,0.10047846889952153,0.0007259801494337439,0.0006118218907915119,0.005263798930654835,0.0008417315476377935,True,"['hip hop', 'west coast hip hop']",0.005361726697781732,0.0011448010904714263,0.013676782617066289,0.027942795602245885,0.028776693751784443
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,USUG12306071,0.040224134480688414,0.12422096317280454,0.07673191856926256,0.12237822053520464,0.2615363893279836,,0.003784172437224065,0.019717240351542837,2.0000000466200478e-05,1.1397267144487309e-05,1.1024068595304163e-05,0.20414849260586565,0.061771561771561775,0.05613198260781523,0.0021135691137100184,0.028526148969889066,0.05804302594499602,0.22966507177033493,0.019194730486119423,0.0017516145961181979,0.02176824882945842,0.0054531881869932875,True,['rap'],0.03518808992127313,0.0018975982529096844,0.009864318809343662,0.08881852352862173,0.1745759692929484
Shallow,Shallow,Lady Gaga,2018-09-27,USUM71813192,0.04062437462477487,0.12393767705382439,0.5717600149499577,0.37571880330154084,0.3437257675686334,0.8105263157894737,0.1673927554223445,0.24513733127138038,0.0012283683270015926,0.0004730070344566532,0.0007236966394363716,0.3170004615868617,0.30303030303030304,0.12873872911053488,0.0188812174158095,0.24881141045958793,0.03218434084060474,0.4497607655502392,0.2644839645675101,0.17239966438408344,0.0037405679177534546,0.0007000264820042711,False,"['art pop', 'pop']",0.1975208987923131,0.08405822603089043,0.12280516915291852,0.3099441893451509,0.23097018999869992
Thunder,Thunder,Imagine Dragons,2017-04-27,USUM71704167,0.04042425455273164,0.12393767705382439,0.5569977459848372,0.414894535993943,0.3366940796794467,0.8210526315789474,0.16585224556288802,0.26929698653952067,0.042871143190469536,0.0033710137371557986,0.0038868452119150882,0.03058838598588288,0.26107226107226106,0.1536992142017426,0.0715795406509793,0.35657686212361334,0.023829507412249873,0.20095693779904306,0.47010744475739313,0.29212709812850746,,0.06298631837727799,False,[],0.31309598639873804,0.08486954538740156,0.13633400013833824,0.30512553902347356,0.13037065769252648
Rush,Rush,Ayra Starr,2022-09-16,NGA3B2216004,0.04082449469681809,0.12322946175637395,0.086859359333676,0.16600524059479224,0.07399276687766504,0.6947368421052631,0.02212699539964111,0.03056229708087255,0.07074913917830161,0.00419634475300988,0.006237764660448066,0.03694403782152754,0.18764568764568765,0.04830099954438326,0.03226715513597295,0.0729001584786054,0.057531301863699355,0.3157894736842105,0.007298064052502128,0.001050386825911411,0.028907706349747923,0.040359364337627636,False,"['afrobeats', 'afrobeat', 'afropop', 'afro r&b', 'afropiano', 'afro soul']",0.040726656883256454,0.014182380030044586,0.017379320916941214,0.14867818944584144,0.05615603552096398
abcdefu,abcdefu,GAYLE,2021-08-13,USAT22103652,0.041024614768861316,0.1229461756373938,0.26352461036661684,0.32835188883299377,0.23370826924478566,0.7263157894736841,0.03062563454137139,0.10915615525271766,0.05051983800745543,0.0480206705092153,0.05322882174917181,0.46178541996940947,0.24242424242424243,0.26480726286836054,0.21248414823164719,0.12361331220285261,0.10262555492881022,0.21052631578947367,0.10567980073237947,0.02779173826190738,,0.03442078648158606,True,[],0.211623955549751,0.0419272281452716,0.07858841288096648,0.18654149950229398,0.26603974804766845
Buga,Buga,Kizz Daniel,2022-05-03,USUYG1425645,0.04142485491294777,0.12237960339943343,0.020207051901982034,0.05222640589033369,0.01311610594926582,0.5894736842105263,0.01633784330593117,0.02465064280465741,0.23984103123172565,0.005106730849468943,0.008029554328923483,0.004068445246497464,0.05827505827505827,0.007704422857335711,,0.012678288431061807,0.012049479635491618,0.0861244019138756,0.005042866059344813,0.0006864149617829543,,0.017635674501871843,False,"['afrobeats', 'afrobeat', 'afropop', 'afropiano', 'hiplife', 'afro r&b']",0.01098478027288752,0.012183698817427327,0.014878686827063177,0.04199811389442247,0.009744676943751633
Bad Habit,Bad Habit,Steve Lacy,2022-06-29,USRC12201440,0.041224734840904546,0.12237960339943343,0.25410384690261617,0.3735050161672519,0.24035135961275308,0.7578947368421052,0.009034735631313446,0.03290380402840878,0.02102941773961347,0.015375965127278075,0.011934207365038767,0.28967733932604645,0.1526806526806527,0.001665532312226841,0.2057207270677751,0.10776545166402536,0.08298677395333556,0.2727272727272727,0.009318770816774251,0.01211132248753608,0.08342885496680838,0.018740146877714553,True,[],0.11084754641324016,0.010484471498176107,0.024139884577843426,0.18375794314534777,0.20433849096404502
MONEY,LALISA,LISA,2021-09-10,KRA402100099,0.041825095057034224,0.12195467422096318,0.2777867017815227,0.17485869533919046,0.12822061592985376,0.7578947368421052,0.08109647678569346,0.3262433078995776,0.08643044490513857,0.05507057244414117,0.05366624990553811,0.16512360436142307,0.061771561771561775,0.01669694736782896,0.06481611948710723,0.044374009508716325,0.010051174690389193,0.11483253588516747,0.003255915362488911,0.005004613131766279,,0.016928245652251,True,['k-pop'],0.09063892099973696,0.06738136334561579,0.19065694017185938,0.08016828312728046,0.10113179832722201
Columbia,Columbia,Quevedo,2023-07-07,BK4DA2310533,0.041624974984990994,0.12195467422096318,0.1684006345740813,0.1425495984864268,0.21432318942957412,0.8210526315789474,0.016321424448363372,0.02155692703107376,0.008673636565819034,0.003042134790788523,0.0032279787750625058,0.0734892497396738,0.05361305361305361,0.02877529094785157,0.00605889812596872,0.06022187004754359,0.03189038581369057,0.30143540669856456,0.0001777601301371354,0.00033540430502535104,0.0003777686949957232,0.0052274136998360955,False,[],0.040758070494606884,0.00977470161171294,0.012299530910931143,0.11163106663012276,0.10656760832764617
LADY GAGA,LADY GAGA,Peso Pluma,2023-06-22,QM7282306246,0.04222533520112067,0.12152974504249292,0.1598058801541583,0.08192706189626875,0.09579162942429205,0.8105263157894737,0.022225355078313802,0.025957920792158654,0.01811419622643814,0.00478823806120281,0.005177660335840513,0.040855272498110155,0.05827505827505827,0.002705575961435699,0.003663519797097365,0.03328050713153724,0.28842774705568297,0.14832535885167464,0.014985845671825775,0.0035759706621748587,0.01853611035095573,0.007132133426679904,True,"['corrido', 'corridos tumbados', 'corridos bÃ©licos', 'mÃºsica mexicana', 'sad sierreÃ±o', 'banda']",0.03993938638709458,0.013701507707077157,0.015373079426680732,0.06507679136334274,0.14169154965936173
Woman,Planet Her,Doja Cat,2021-06-25,USRC12101532,0.04202521512907745,0.12152974504249292,0.37532674347669703,0.36830168481565606,0.36587575766577374,0.8105263157894737,0.03929024627127356,0.11963707171913393,0.05007806643538616,0.03387317492405456,0.025488140297521923,0.4319768963237039,0.2517482517482517,0.23333652077556094,0.2603917148090743,0.13153724247226622,0.06977566571487455,0.19617224880382775,0.04397872007897689,0.011743118392429386,,0.026879338978308204,True,[],0.2282584247850773,0.03238919328439774,0.07675512332159425,0.19190050924648624,0.28920943990145076
CUFF IT,RENAISSANCE,Beyoncï¿,2022-07-29,USSM12206232,0.0424254552731639,0.12110481586402269,0.1859080878926898,0.16972311569790188,0.2617150330357256,0.7578947368421052,0.010843466623036027,0.025778225837383786,0.0644029618741949,0.04025714029327291,0.04808766519767956,0.034478963316574025,0.21095571095571097,0.2708647155770302,0.11511906439340568,0.16957210776545167,0.06277091328287286,0.6746411483253588,0.02818300522845812,0.00860068689108777,,0.017567324305987543,True,[],0.15001871827289592,0.029465565910357795,0.033017683065328346,0.24669855392710222,0.11965496987839082
KING KONG,KING KONG,TREASURE,2024-05-28,KRA402400030,0.042625575345207126,0.12053824362606233,0.0018865479462133851,0.0003489213080822709,0.04692890078395069,0.7052631578947368,0.0027524051689163916,0.014944435148801768,,,,,0.01048951048951049,3.881179653618778e-05,,0.006339144215530904,1.1847001719931528e-05,0.11483253588516747,4.476559428146207e-06,7.935433084196003e-07,,5.642997267875742e-05,False,['k-pop'],0.000643278767392573,0.0027524051689163916,0.014944435148801768,0.02640218108831991,0.023470373892835312
How You Like That,How You Like That,BLACKPINK,2020-06-25,KRA402000111,0.04282569541725035,0.12053824362606233,0.24129765811527212,0.13917725710588405,0.08072308261080678,0.7052631578947368,0.09708383215163002,0.46878085422715804,0.23327420124182285,0.026754741692347577,0.03425110263471389,0.04500147038899163,0.11072261072261072,0.020273257547206956,0.005072565872904044,0.05229793977812995,0.002708793083276393,0.21531100478468898,0.00554019527751116,0.011161980176230098,,0.015747078924280112,False,['k-pop'],0.06804591920322357,0.06566746739317196,0.24776779795975282,0.10573415851350876,0.042811115361024936
Milf Song,Milf Song,The Puddleducks,2022-08-19,QZMEP2285895,0.04302581548929358,0.12053824362606233,0.00027208216796221314,0.001990206490275089,8.808683143876001e-05,0.28421052631578947,0.10445145809896453,0.05827274519743287,4.344988446270127e-05,6.289592408644934e-05,3.3265459455273057e-05,0.00018085651326950697,,0.0,,,,,,,,5.73262642709299e-06,False,[],0.00013604108398110657,0.0522423617792099,0.029167820560759658,0.001990206490275089,0.0001344716723541335
Nasty,Nasty,Tinashe,2024-04-12,USLD91757578,0.043225935561336803,0.12039660056657225,0.007383410921575784,0.006582078656348081,0.4058630433385419,0.7894736842105262,0.00038455737117381027,0.002751433555539671,0.012481655302602687,0.007314029049198174,0.004506349808449914,6.570908771077308e-08,0.04312354312354312,0.0009207958105759333,0.0016908552909680147,0.003169572107765452,0.003183918020905871,0.3253588516746411,0.00010576008296108604,0.0002893787931370142,0.011983622540213392,0.0015322400498916846,False,['alternative r&b'],0.0044168889292588425,0.0024454535898118623,0.005032731302368922,0.07570468487108696,0.13634900902284516
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208783,0.04342605563338003,0.12039660056657225,0.16497969082283725,0.2816370845761538,0.24004823021800056,0.7999999999999999,0.010577392064594137,0.02809830804931008,0.0007559673835889832,0.0006041502416738267,0.00046503627361272384,0.028160286903688363,0.0641025641025641,0.040980194733970444,0.046498520501620406,0.01901743264659271,0.021590735304390866,0.19138755980861244,0.019059592640293343,0.004422945886694712,0.06916604193228137,0.01075124513328452,True,[],0.06813680812620057,0.00552121416910343,0.014351229145491954,0.11211351740412354,0.09659975080869326
Panda,Panda,Desiigner,2016-02-26,USUM71601094,0.04362617570542326,0.12011331444759207,0.27592115037373255,0.28794646259851525,0.12960301008205607,0.6421052631578947,0.13951872324426726,0.35843128503124816,0.08913223983991235,0.0014066791404536078,0.0012169661709507608,0.026168035788740232,0.28438228438228436,0.012454649259482172,0.015781316049034804,0.09825673534072901,0.011615269386814338,0.06220095693779905,0.25644387867772117,0.38154488069340875,0.6649079680464288,0.0471923593079941,True,[],0.2451017924812799,0.07036784470760901,0.1799189820858509,0.22286626399054726,0.05579543841920356
Push Ups,Push Ups,Drake,2024-04-19,USUG12402283,0.04382629577746648,0.11968838526912184,0.02516921014810639,0.024729374262141533,0.2837792843687674,,0.0009061658046231505,0.004836549809364789,,,,0.003570274610202577,0.047785547785547784,8.774840956007672e-05,0.0007045230379033394,0.017432646592709985,0.024110038603589967,0.2535885167464115,0.003868336978211743,0.0007268856705123539,0.009668322906502764,0.001968997938083467,True,['rap'],0.007899628296056862,0.0009061658046231505,0.004836549809364789,0.06885259421146464,0.10381986586085333
Tattoo,Tattoo,Loreen,2023-02-25,SEUM72201638,0.044026415849509705,0.11968838526912184,0.12118397510750407,0.1406390002557627,0.18399064969090725,0.7999999999999999,0.021340169187101767,0.05143624847647662,0.005509277517698777,0.0029366775446649563,0.003082571276461512,0.10983528945654472,0.13053613053613056,0.12189154071582452,,0.10301109350237718,0.05937242137092052,0.2535885167464115,0.0002287547830734218,0.0009517229412312406,,0.03538612892398393,False,['europop'],0.08110142353546733,0.01221137023178164,0.02718646301057079,0.12574529279638264,0.1177327868394575
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,USRC12100543,0.044226535921552936,0.1189801699716714,0.4259919696989867,0.44430216585279925,0.4456606882674047,0.7894736842105262,0.01886042998817319,0.04077226687215582,0.04836697082440491,0.04489005368745349,0.03445454889696728,0.00028170898852763793,0.5466200466200466,0.3099785691384344,0.09144709031985347,0.20285261489698891,0.03838806167470254,0.46411483253588515,0.06835037837425083,0.014547764958820392,,0.043478682013860015,True,[],0.22394200188288135,0.026657489442570237,0.04283116027980466,0.33448748497290803,0.16144348631021163
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,2023-03-17,USUG12301757,0.04442665599359616,0.1188385269121813,0.024003873537151187,0.049943173252979804,0.018201970254919264,0.631578947368421,0.0040393950902717305,0.012207188459388826,0.07712676170458652,0.0039458698047184805,0.0036330255647423425,0.0003928639354042542,0.03263403263403263,0.20487172419999888,0.01747217134000282,0.009508716323296355,0.005517092681874662,0.14832535885167464,0.011275252754610908,0.0023094755419371766,,0.01852771667096265,True,[],0.06440575545794094,0.0038362103275070367,0.008076529132053653,0.048544151320784115,0.008037308957399394
Gata Only,Gata Only - Single,FloyyMenor,2023-12-21,QZNN22329474,0.04462677606563938,0.11855524079320112,0.001091576156389171,0.0031165786741329054,0.00023403293910794704,,0.006635681521893359,0.01590015489040694,0.051282029167413264,0.0015048061335623721,0.0016783478908924138,0.00017654756096453184,,0.0,,,,,,,,,False,['reggaeton chileno'],0.0005457880781945855,0.004157014706392887,0.008702480511984655,0.0031165786741329054,0.00020529025003623944
Illusion,Illusion,Dua Lipa,2024-04-11,GBAHT2400114,0.04482689613768261,0.11855524079320112,0.02534194087051947,0.012583186396811604,0.4481785978746872,0.11578947368421053,0.00024179109744464796,0.0009698745107497126,8.351981546666236e-05,1.7270006579808607e-07,1.637037328302061e-07,0.022699867202112072,0.13053613053613056,0.0510971363644034,0.009158799492743414,0.11568938193343899,0.09793480617776118,0.354066985645933,0.004007871444904751,0.0001378120212288706,,0.0019912505379683174,True,['pop'],0.022401437043142756,0.00012097740058873908,0.00048502360540775535,0.1226026993067086,0.18960442375152017
drivers license,drivers license,Olivia Rodrigo,2021-01-08,USUG12004749,0.04502701620972584,0.11827195467422097,0.510281316153418,0.4247642663929498,0.26748820638389725,0.8210526315789474,0.06033361293885869,0.2998282779356004,0.0318379261500682,0.026300612640959044,0.016215138346763962,0.08816082820664778,0.40326340326340326,0.00234670746592718,0.038185148654361,0.3375594294770206,0.024525804045736566,0.339712918660287,0.05310994956525178,0.060944390601061445,,0.05007432350162726,True,[],0.15098078045973945,0.038274375642811324,0.16306444528827974,0.3132488816789444,0.12672494621209388
Used To Be Young,Endless Summer Vacation,Miley Cyrus,2023-08-18,USSM12306461,0.04522713628176906,0.11756373937677056,0.047989859983641324,0.05189442250982823,0.15021402119213872,0.7157894736842105,0.003775345741342563,0.02189763649699057,0.001569906796501324,0.0014279318133263278,0.002156968607331194,0.24963297293961453,0.11188811188811189,0.23601734718558226,0.03733972100887699,0.09984152139461173,0.03261000298996746,0.29186602870813394,0.03788117470530125,0.002761795227736349,0.0003486662731836644,0.009098760969232803,False,[],0.07191535383131709,0.0029661571743368788,0.011662784155158448,0.11165037594568443,0.14415233237390693
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,KSA012239181,0.045627376425855515,0.11742209631728046,0.20118974838013542,0.174526711958685,0.14243123001529298,0.4947368421052632,0.0009323275024005287,0.0028336660239032,0.04911841606336634,0.01734320580515654,0.01881633288213462,,0.12703962703962704,0.08551138760609964,0.08778357052275611,0.05229793977812995,0.006972261355480822,0.3636363636363636,0.014454629336059122,0.005673570140764002,,0.02327060059571452,False,['k-pop'],0.09723483396126256,0.009874330192267574,0.01008843591452987,0.14463484251071393,0.0747017456853869
How Sweet,How Sweet,NewJeans,2024-05-24,USA2P2414843,0.04542725635381229,0.11742209631728046,0.007846523377993181,0.003284264157143317,0.1405912295575723,0.8210526315789474,0.0024705905598583606,0.015496856309225149,,,,0.022600443453677548,0.06643356643356643,0.00041230502697138613,0.0001409046075806679,0.011093502377179081,0.01734010992897214,0.29186602870813394,4.359931117037452e-05,2.6186929177846813e-05,0.00035936550904967914,0.0002041770445782953,False,['k-pop'],0.0017605395665530577,0.0024705905598583606,0.015496856309225149,0.07454070972104013,0.060177260980074
Players,Players,Coi Leray,2022-11-30,USUM72222387,0.04582749649789874,0.11671388101983005,0.10874482401116468,0.1552479627907607,0.23102499623270512,0.6947368421052631,0.006725626567460439,0.027380699770060427,0.03394745999877529,0.020354844976358904,0.020515182109100052,0.05258846306415174,0.12703962703962704,0.25492656695597393,1.0,0.06497622820919176,0.01750729581313888,0.2966507177033492,0.025373964187296375,0.004462358537679552,,0.02556967952370719,True,[],0.34726133878860876,0.013620404338280245,0.023867772373209667,0.12967537885612163,0.10037358503666526
rockstar (feat. 21 Savage),rockstar,Post Malone,2017-09-15,USUM71710087,0.04602761656994197,0.11671388101983005,0.6913623583472276,0.5974752325154008,0.3142543700916173,0.7999999999999999,0.14653469104478553,0.37447533069280015,0.004574382391011245,0.001731785438121555,0.001959126101229379,0.050791197562487615,0.2727272727272727,0.08383910541621432,0.05523460617162181,0.19175911251980982,0.014849355621658553,0.2200956937799043,0.41584802514186087,0.16721306532025293,,0.0872026840411715,True,[],0.3115710237692311,0.07424690857300746,0.18810355806546086,0.2898540753725281,0.12663164109192115
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,2023-03-11,QZDA72340256,0.04622773664198519,0.11628895184135979,2.4704145557354415e-06,8.468963788404634e-06,9.114008134063577e-06,,0.07203899652668708,0.024161500844616036,,,,0.00018085651326950697,,1.4062245121807167e-05,,,,,,,,6.824555270348797e-08,True,[],8.266329838771305e-06,0.07203899652668708,0.024161500844616036,8.468963788404634e-06,9.498526070178527e-05
Con Calma,Con Calma,Daddy Yankee,2019-01-24,US2BU1900125,0.047028216930158094,0.11614730878186971,0.3160196404417583,0.2712117901526277,0.20088617586140806,0.7578947368421052,0.1964855990827679,0.27143185311573587,0.027759184796251394,0.001108819664858755,0.0013703751252181927,0.0973725457050606,0.2132867132867133,0.052525860468779,0.05100746794420177,0.1362916006339144,0.032050600432396895,0.21531100478468898,0.09316252752095919,0.018360211526904292,,0.06069334515140053,False,"['reggaeton', 'latin']",0.12817887409392456,0.09892798710399305,0.13627033639029731,0.17089226407696972,0.11010310733295518
Here With Me,Here With Me,d4vd,2022-07-20,QZMEM2209263,0.04662797678607165,0.11614730878186971,0.2434470755007216,0.26114388600097227,0.22426269570564747,0.831578947368421,0.015728675698568666,0.04252566081507654,0.05412429030592751,0.019913821960008123,0.01567950421774237,0.04304046319076149,0.09090909090909091,0.01024293934672434,0.01549950683387347,0.07448494453248812,0.013215942479092793,0.19138755980861244,0.0031131546574534575,0.002674240949374053,0.04880557429563299,0.015086534769366566,False,[],0.06422165012688116,0.015704089958155518,0.031219741387542334,0.12411994444010757,0.09350636712516726
