Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Artist Genres,Streams,Views,Likes,Playlist Count,Playlist Reach
MILLION DOLLAR BABY,Million Dollar Baby - Single,Tommy Richman,2024-04-26,QM24S2402528,-1.731018598572235,17.73646801101523,-0.10571708884138446,-0.40316924237172724,5.837670405989888,1.7608675344761742,-0.4538525253363517,-0.2649455608043168,1.9754049968354415,0.980339757365943,0.7092818644276959,-0.288434744237516,2.170244309483235,-0.1107421170360271,0.7692682023069527,0.5470904558041473,4.586078865344172,3.4114720622206542,-0.403103339035156,-0.2490120312232138,-0.312250010189651,0.02320511577536665,False,[],-0.03250887055905318,0.12771466954567212,0.3576970982808131,1.095325110782619,3.378438175698848
Not Like Us,Not Like Us,Kendrick Lamar,2024-05-04,USUG12400910,-1.7302625889649006,13.078918065612944,-0.22973092323287303,-0.4397675254361705,5.095367080248614,1.7608675344761742,-0.40815367521678064,0.12120133235248946,-0.11041694266871116,-0.140820072164485,-0.1620227656383829,-0.27980792880731903,1.8629963474853295,-0.11228235677192096,-0.4585877234318663,0.6392272083586424,2.5674657450956815,3.296025992682182,-0.46401698324389296,-0.22787440840842066,-0.25606661645540163,-0.2336637055470095,True,"['hip hop', 'west coast hip hop']",-0.30413692062719094,-0.28508822042758175,-0.009809369905997768,1.0261215229363125,2.461008298845659
i like the way you kiss me,I like the way you kiss me,Artemas,2024-03-19,QZJ842400387,-1.7295065793575664,12.884312914690842,0.28589630526553517,-0.07114140734797524,6.342189203979032,1.7608675344761742,-0.3992452773538978,-0.15268945831791084,0.8523047602946527,0.2956267340466695,0.37545465701709746,0.04448889569045899,1.89092798039423,0.1500665992581224,0.5024213931889715,1.9107143936106759,9.852694955933764,5.643429406631122,-0.48044435110158407,-0.31531200831615835,-0.23783580696035792,0.4564715489647692,False,[],0.044020827930137424,-0.011895310168400175,0.07146863786437933,1.8117236729943786,5.413124351867752
Flowers,Flowers - Single,Miley Cyrus,2023-01-12,USSM12209777,-1.728750569750232,10.45823536652865,2.9419403400309663,2.9583893841151996,3.814266195675389,1.3283497666253616,0.9878685714204665,1.676371072420913,2.557826030452208,1.7574250636155868,2.2858513687037423,4.4858048739126435,4.73995453710208,11.099576152396871,3.470190635136249,4.269415259005752,6.5791627301380995,7.1057462874517725,0.6231167540266918,0.44287032861677705,,1.5392081876092991,False,[],4.533705970397695,1.6368599700621043,1.71689806801825,3.9032751592583166,4.959744599908711
Houdini,Houdini,Eminem,2024-05-31,USUG12403398,-1.7279945601428974,9.897772531872999,-0.6321741638187196,-0.7334817525649522,4.31624876955446,1.51371452427571,-0.4636852665325541,0.16114142153920774,-0.3800216123674317,,,-0.3448695336926844,1.779201448758628,-0.33583603579939914,-0.4621937613929201,0.915637466022128,4.603492361544729,3.065133853605237,-0.4835943239561435,-0.31007073670581514,-0.4558134942577928,-0.343179793425005,True,"['rap', 'hip hop']",-0.47392235584499504,-0.4636852665325541,0.16114142153920774,0.9432840558230451,2.858290532468835
Lovin On Me,Lovin On Me,Jack Harlow,2023-11-10,USAT22311371,-1.727238550535563,9.5552674662501,0.4147191671795285,0.6538082941832413,5.123122774418996,1.2047732615251296,-0.38706409615587034,-0.3347312593215416,1.3343278489795898,0.18610015091474644,0.30226119572916466,3.763885384341713,1.1647055247628175,3.6504685886860675,7.927253554998747,0.9893468680657241,4.464712653269783,4.873788943041306,0.3149276581406107,-0.14146052431630962,-0.1684104998550928,0.3292432425557104,True,[],2.4277916938299726,-0.04240145021335284,-0.07431555420339757,1.5080378211473557,4.450573604010164
Beautiful Things,Beautiful Things,Benson Boone,2024-01-18,USWB12307016,-1.7264825409282285,9.480020141226888,0.8409824940722007,0.1930045565136055,6.004566518170823,1.3901380191754777,-0.13404266270642018,0.25923890838862107,,-0.15107700101602065,-0.10648986124295505,6.350981129650405,3.147851461294752,2.567109305618062,0.30949836227259314,2.500389609959445,13.193287679067287,4.950752989400287,-0.12046074301157551,-0.11696035929063787,,1.235692238879855,False,[],0.8992823547378201,-0.12026626197468762,0.05408095368630021,2.1350076515754903,8.516278442296171
Gata Only,Gata Only,FloyyMenor,2024-02-02,QZL382406049,-1.7257265313208943,8.66527324269969,0.42291724848857337,-0.2713141910546514,6.329699972019101,1.7608675344761742,-0.24851757063293517,-0.3245198650755361,1.0466756796916037,0.4109409693698413,0.4495033762445091,2.6382069059439432,1.4719534867607227,-0.29646219158639664,-0.40990621095764,1.0077742185766232,8.987378144736851,1.0640686482717145,-0.4902754451138887,-0.31484040889547643,,0.5853517172084641,True,['reggaeton chileno'],-0.193431649792338,0.10049290280578696,0.04321055214715261,0.5915283507317866,5.985095007566632
Danza Kuduro - Cover,ýýýýýýýýýýýýýýýýýýýýý - ýýýýýýýýýýýýýýýýýý -,MUSIC LAB JPN,2024-06-09,TCJPA2463708,-1.7249705217135598,8.14373143822846,2.239351512719793,-0.8350233585163194,-0.7865141758559702,,,,,,,,,,,,,,,,,,True,['budots'],2.239351512719793,,,-0.8350233585163194,-0.7865141758559702
BAND4BAND (feat. Lil Baby),BAND4BAND (feat. Lil Baby),Central Cee,2024-05-23,USSM12404354,-1.7242145121062253,7.492452866475829,-0.6625583356974506,-0.6888130067732748,5.418851693652668,1.3901380191754777,-0.5272896461803768,-0.42266982188386987,-0.25330782715585015,0.016256947245326683,-0.03171379961862905,-0.2524707284737626,1.9048937968486803,-0.4012141305788127,-0.2530435596517997,0.8419280639785318,2.673699717296631,2.5648675522718563,-0.5043757673007545,-0.3337043857227542,-0.34770279146972743,-0.3085186841346688,True,"['uk drill', 'drill', 'uk grime']",-0.433778916939709,-0.2795017228995029,-0.2032064373192716,0.8578344041206079,2.6133602274918455
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,2024-05-10,USUM72404990,-1.7234585024988909,7.271900362097448,-0.36647994339210604,-0.6069976363729694,4.898931275969781,1.6990792819260583,-0.5280108884907121,-0.5181370615394324,,-0.20455797979036033,-0.19709283189478927,-0.02510394832137029,1.430056037397372,0.05608070146532993,-0.3359824327560371,0.5102357547823492,3.0137714642851043,3.4114720622206542,-0.37241713667210946,-0.25575628635312875,-0.4126185902752687,-0.25931211489960143,True,[],-0.2862834803260383,-0.36255186019275065,-0.3613475206648964,0.8978019863348555,2.6291995973111715
The Door,The Door,Teddy Swims,2024-06-14,USWB12402486,-1.7227024928915564,7.2226003905305145,-0.6245212473988565,-0.8350092984767249,-0.7776288177968602,,,,,,,,,,,,,-0.8985145338823171,,,,,True,[],-0.6245212473988565,,,-0.866761916179521,-0.7776288177968602
LUNCH,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401991,-1.7219464832842222,7.121405712051023,-0.41931253723565926,-0.6410088721520275,5.859537620106181,1.7608675344761742,-0.5169062168077605,-0.35330322988499313,-0.3067536867877551,-0.1214190405638791,-0.13623057314286682,-0.002764095006092681,2.6450820689345433,-0.10785709945965738,-0.3828609262497365,1.947569094632474,10.393273663163633,5.297091198015704,-0.5022961919647186,-0.33225891432765586,-0.421374718786106,-0.34428495424539063,False,[],-0.3667402947391755,-0.32656839497531365,-0.2373611352244361,1.7832949150206077,5.416682396087907
Like That,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402041,-1.7211904736768877,6.911232149055152,-0.1712548954167965,-0.23010421500321726,2.857503350359715,1.51371452427571,-0.43417971198587724,-0.3208878988734154,,,,-0.2527921230910977,1.374192771579571,0.27441163864723905,-0.4585877234318663,0.418099002227854,0.48012914509183174,3.2190619463232,-0.3539678624843951,-0.2665225560545507,-0.08748203315200051,-0.09371172385143055,True,['rap'],-0.1593761751675639,-0.43417971198587724,-0.3208878988734154,0.9029453898145713,1.0282801241201496
bathroom floor,bathroom floor,Kids With Buns,2022-10-07,NLC242100307,-1.7204344640695532,6.739979616243705,-0.8304299747782967,-0.8311427875882417,-0.785691170542706,-3.1821926695331118,9.024709437297743,3.0165742211219544,-0.386736951527465,-0.2048916160651562,-0.19744614713803824,,-0.7486113294968657,-0.4228400346878605,,,,,,,,-0.4183249326236812,False,[],-0.6266350047330786,4.413631645079852,1.4058413025283991,-0.7898770585425536,-0.785691170542706
LALA,LALA - Single,Myke Towers,2023-03-22,USWL12300002,-1.7196784544622188,6.695869115368027,0.8883405557245547,0.6216529836306551,1.9066942730349739,0.9576202513246653,0.7573261580032172,0.29699245899675775,4.140597109494101,0.7441524005390512,1.0777628261786545,2.533139404784909,0.5502096007670069,0.290001679425779,-0.05290845281331378,0.5102357547823492,1.22037263236046,2.218529343656439,-0.43785742848524256,-0.2861610294914037,-0.43511622537809896,0.03919475410369786,True,"['reggaeton', 'trap latino', 'urbano latino']",0.05049202569473569,0.9175444920909359,0.5205724297679044,0.7228933306690093,1.886735436726781
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401028,-1.7189224448548843,6.636190202418583,-0.09649975528785684,-0.6552938723800237,5.207732100102321,1.575502776825826,-0.4247864777557446,-0.09709459765311534,-0.3296883085455074,-0.15878276710064834,-0.16219655662903415,-0.1119746614066043,2.3238682904821877,0.5850475013213459,-0.4585877234318663,1.2289024247074116,10.321515353012062,4.18111252581047,-0.45101916972662587,-0.2854133718732494,-0.4505035845049559,-0.2184683653296583,False,[],-0.1743125463259918,-0.29349151719238936,-0.12793868237688183,1.3586351993493593,5.139090930569259
greedy,greedy,Tate McRae,2023-09-14,USRC12301932,-1.71816643524755,6.53499552393909,1.5066988017099745,0.6443318274965587,5.912256045757567,1.4519262717255939,-0.3721047710981151,-0.30811658024157285,0.5529379138502604,0.5578704705502148,0.730346156366209,3.465644242045145,2.1283468601198843,4.786391484669882,5.5039960451705925,2.8689366201774256,5.764638892738994,4.796824896682324,-0.24316881230259643,-0.2898878151572805,,0.7360843580441876,True,[],2.8884793798119635,0.17912069263404698,0.12487694515432096,2.0297104778637824,5.047513060180569
BLUE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401996,-1.7174104256402156,6.506453435137183,-0.6614515269716755,-0.7436612212313589,0.974964230876587,1.3901380191754777,-0.5510809789505713,-0.5139599302869514,-0.0009860331388643869,0.012921530405285198,0.010914897262535955,-0.5043663176583614,0.2988249045869025,-0.42968901950330735,-0.4621937613929201,-0.15314886361001606,1.0573851658226647,0.2944281846818983,-0.5086803117839566,-0.33631160203221533,-0.4318810891924314,-0.37619649363612506,False,[],-0.4987791417688582,-0.2700830408440177,-0.2505191999408331,-0.1279737195209579,0.5093276930136301
As It Was,As It Was,Harry Styles,2022-03-31,USSM12200612,-1.7166544160328812,6.490885023063414,5.301843558633455,4.88907184111103,4.933200503022017,1.4519262717255939,0.5672445802813267,1.3436534022468203,0.741933121725921,2.7673866797143223,2.422254548326968,10.360791003676699,5.5918693408235445,13.468668146572865,8.387023395033106,5.485620392725089,3.2665883915884426,6.297623800682466,0.27975081555667425,-0.030550309340158392,,2.0599797408194043,False,[],6.859321478949026,1.4947495643041473,2.0555200409805714,4.446727013200395,6.18685996609572
Paint The Town Red,Paint The Town Red,Doja Cat,2023-08-04,USRC12300907,-1.7158984064255467,6.451963992878993,1.1479021094967894,1.5676827477455464,3.3137630437501455,0.8958319987745492,-0.23058115703934623,-0.03927204976975499,0.8794708197667103,0.9819094151541401,1.0091204741701538,1.073455927128876,1.4440218538518224,2.703314972821143,0.028227401310396725,2.039705847186969,3.4946521406513384,4.64289680396436,-0.09160240983745367,-0.14863420330895935,,0.8331629564437891,True,[],0.9469605184477188,0.3892696585654038,0.47131868269219257,1.909134609887948,2.6272903705101203
Espresso,Espresso,Sabrina Carpenter,2024-04-12,USUM72403305,-1.7151423968182125,6.218437811772472,0.18666151787520024,-0.4916209514606294,8.051390501867562,1.9462322921265225,-0.4206880148113966,-0.24042293083333843,-0.3010609860300273,0.10278895821845123,0.03712799120844199,0.11737370341621932,3.3992361574748564,-0.14019431543761177,-0.03848430096909858,2.481962259448546,11.285222102632119,4.758342873502833,-0.4486294268843876,-0.2953399645573596,-0.41397126219307384,-0.19146355449063468,True,['pop'],-0.1709235575217943,-0.1917800118014773,-0.0688169863074436,1.9705160748816488,6.484662102638634
Danza Kuduro - Cover,CLUB DE YOKUKIKU YOUGAKU MEDLEY,MUSIC LAB JPN,2024-05-21,TCJPA2445163,-1.714386387210878,6.153569428131772,2.2441014652961275,-0.8348968181599691,-0.7864926153401909,,,,,,,,,,,,,,,,,,True,['budots'],2.2441014652961275,,,-0.8348968181599691,-0.7864926153401909
TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyoncï¿,2024-02-10,USSM12401302,-1.7136303776035435,6.150974692786144,-0.03842302061446157,-0.35637743060128274,4.3653918553001265,1.3901380191754777,-0.5230305490496449,-0.5425673792175382,0.2155004143816334,0.6777119666889927,0.9110108995760068,1.2965862930724568,1.4579876703062726,1.9886906462212908,-0.0006209023780336766,2.9795007232428197,11.091390419073685,5.835839522528576,-0.4277921077538888,-0.19782240630024928,,-0.07095697100322618,True,[],0.38046365386872666,0.19399017526318096,0.06757229373572726,1.9438256158352272,5.584456189148756
Future,Future,official sound studio,2024-01-10,RUA1H2415548,-1.712874367996209,6.114648397947351,,-0.8350233585163194,-0.7865146138039469,,,,3.4848442609941905,0.2921379127711163,0.5348128602863892,,,,,,,,,,,,False,[],,0.5348128602863892,0.2921379127711163,-0.8350233585163194,-0.7865146138039469
Beat Automotivo Tan Tan Tan Viral,Beat Automotivo Tan Tan Tan Viral,WZ Beat,2022-05-24,BXWEH2200054,-1.7121183583888746,5.870743275458319,-0.8172691540698336,-0.7857710398168402,-0.7642438811595215,-1.7610628608804422,-0.567900284197543,-0.6226853052886558,15.021185074986647,2.7725548586297064,3.699770543501406,,-0.7486113294968657,,0.32752855207786213,-0.5769779253606938,-0.36425073997191204,-0.936996557061808,,,,-0.3139471055657764,False,"['brazilian phonk', 'phonk']",-0.24487030099598572,1.5659351296519315,1.0749347766705253,-0.7620892129340519,-0.5642473105657168
STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,USSM12103949,-1.7113623487815404,5.824038039237014,4.940179353116676,5.5163323875397685,3.7544506209306476,0.8958319987745492,1.2170912912711893,2.554127952140943,2.6791153680712636,3.882504278670986,3.8347386139956288,5.941485006968351,6.401886695181659,11.37597490946956,6.921168963864736,2.463534908937647,1.262638601928891,3.950220386733526,0.6619790512076916,0.14203590792127538,0.6691634037068858,,True,[],4.91369313627311,2.525914952633409,3.2183161154059645,3.6948020572627756,3.652858076609297
Baby Shark,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,Pinkfong,2015-12-01,KRE671700001,-1.710606339174206,5.808469627163245,0.5078821125425,0.021851694529945405,-0.532815831407116,0.4633142309237367,22.683879097326308,9.977483686173096,2.7847104621121264,0.30764678068409645,0.9210495525065476,-0.5098445759425654,-0.30170520295445796,-0.42888371649418516,-0.2079680851386272,-0.24528561616451122,-0.34957503265320844,-0.3212841861899548,0.0047153810105304865,8.229064949333202,,-0.0769668729738773,False,"[""children's music"", 'lullaby']",-0.031063577019945457,11.802464324916428,5.142565233428597,1.4765283277108447,-0.4640784800009632
we can't be friends (wait for your love),eternal sunshine,Ariana Grande,2024-03-08,USUM72317276,-1.7098503295668714,5.7332223021400335,0.26687471310533845,-0.46662220106163593,5.866757125126584,1.4519262717255939,-0.3503965916890674,0.032756576203065456,,,,0.34995915922826404,1.9467912462120311,1.1343892491557344,-0.4063001729965862,1.5605947339035942,5.841606680964327,3.873256340374544,-0.45015649382304507,-0.30745201797145927,-0.4120621168390035,-0.1571982693214916,False,['pop'],0.026549035720487568,-0.3503965916890674,0.032756576203065456,1.3213136202914149,4.019440988439725
Numb / Encore,Papercuts,JAY-Z,2024-04-12,USWB12400678,-1.709094319959537,5.556780298637329,1.0324015162835884,-0.8332377334878198,-0.7701605583256528,,,,,,,,,,,,,,0.5612026657569315,-0.002561075429766583,,0.3221410978740682,True,"['hip hop', 'east coast hip hop', 'rap']",0.79680209102026,,,-0.4178994044587932,-0.7701605583256528
Danza Kuduro - Cover,ýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,LOVE BGM JPN,2024-05-14,TCJPA2406007,-1.7083383103522025,5.3959067072083915,2.2246058507900033,,,,,,,,,,,,,,,,,,,,True,[],2.2246058507900033,,,,
SHEESH,BABYMONS7ER,BABYMONSTER,2024-04-01,KRA402400016,-1.7075823007448683,5.076754259696146,-0.599003641910181,-0.7861225408067022,0.08723674217748545,1.1429850089750135,-0.06112784234636531,0.430459270229669,-0.29970948153358834,-0.11698418039934567,-0.1311182624397187,-0.4552012543060439,-0.25980775359110725,-0.4139973385391501,-0.4063001729965862,-0.5401232243388958,-0.2663645907080597,0.025054022425462553,-0.5095879194688749,-0.33466292113064433,-0.4539924867742644,-0.3870930845272466,False,['k-pop'],-0.47657631193781136,-0.096123052393042,0.15673754491516168,-0.3791324834883774,-0.2114430342788727
Water,Water,Tyla,2023-07-28,USSM12305126,-1.7068262911375338,5.001506934672933,0.4141818944282582,0.5491734795210874,4.282599070447821,1.2047732615251296,-0.19608467483985956,-0.07907562997621133,0.479192456681842,0.46661181228687854,0.47133252402908465,4.008358540267294,2.379731556299989,3.3761182722773584,1.7266712809667366,2.7215178160902336,5.112306473122353,6.2591417775029745,-0.2695717266920952,-0.23128296031887796,-0.2739149555373024,0.6488844697621289,False,['afrobeats'],0.9946969530885912,0.13762392459461253,0.1937680911553336,2.335656333819081,4.467754694612489
Strangers,Strangers,Kenya Grace,2023-09-01,USWB12305048,-1.7060702815301994,4.972964845871025,0.5623638530219794,1.1212905506602573,2.713005076801386,0.9576202513246653,-0.405501911659667,-0.3122704157031638,0.03568765569223288,0.15343424694346852,0.18204953379403255,2.0901467370086966,1.5138509361240735,2.525171001337175,1.0793874669575794,1.4868853318599982,4.219437373732948,3.334508015861673,-0.38985577940207716,-0.316492923938679,-0.12172719173322445,0.8195991071962595,False,[],0.7310678700362867,-0.11172618893281722,-0.07941808437984763,1.4280083821134646,3.00752972918101
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,USSM12401865,-1.7053142719228649,4.923664874304093,0.15718426018657997,-0.503825065828642,1.4870703428100078,,-0.48541576368625594,-0.43681036695409736,,,,0.060794791389528334,2.3238682904821877,0.7572259757571561,-0.3486035656197254,0.17854344558616658,-0.17901863328556475,0.8331765091947697,-0.32548656426724903,-0.24872830474247834,-0.4150456039933781,,False,[],-0.034945099587323294,-0.48541576368625594,-0.43681036695409736,0.5166069749384008,0.4562821669713238
What's Love Got to Do with It - 2023 Remaster,What's Love Got to Do with It (30th Anniversary Deluxe Edition),Tina Turner,2024-04-26,GBAYE2300351,-1.7045582623155304,4.882149108774045,0.05949395991348442,-0.8349389982787525,-0.7864635086438887,,,,,,,,,,,,,-0.936996557061808,0.21198942965711737,-0.01627580004585857,,0.19259879371550714,False,[],0.1357416947853009,,,-0.596070451795473,-0.7864635086438887
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,2024-04-12,USUYG1541249,-1.7038022527081962,4.788738636331436,-0.2516026061846353,-0.47276643836442567,5.285380107941702,2.0080205446766386,-0.4846010655530182,-0.45555955970245043,,-0.154302679804301,-0.13311925622198037,-0.14926374174571114,1.31832950576177,,-0.2097711041191541,0.4733810537605511,7.094416397954527,4.64289680396436,-0.3825594765057082,-0.2212183385360316,-0.3227141329483871,-0.13612634864711293,True,[],-0.29166182993947115,-0.3088601608874993,-0.3049311197533757,1.1481245173172447,4.076844254716839
Lose Control,Lose Control,Teddy Swims,2023-06-23,USWB12302315,-1.7030462431008617,4.729059723381992,0.608762337319665,0.405606415221806,5.2981813609909265,1.4519262717255939,-0.37561829910663136,-0.3103921653479489,-0.2243282943776617,-0.11564926239415645,-0.09584529047233,5.478682007207101,2.240073391755486,4.305649043651396,-0.17190770552808918,1.8554323420779788,11.639819911024867,3.642364201297599,1.0001023110646705,-0.059229688744231096,-0.2938524828222116,1.3230598969672562,False,[],1.0897507007370861,-0.23573179478948067,-0.21302071387105267,1.6168493323217277,7.4722277597409645
fukumean,fukumean,Gunna,2023-06-15,USAT22306575,-1.7022902334935273,4.651217663013151,0.5806477708221304,1.8102465508295935,1.9217762243939815,1.0194085038747813,-0.43899854664476257,-0.371869757506648,0.1199650188092648,0.3612912141655672,0.3606045149986277,-0.3033117533497998,0.9552182779460638,1.6430671042673615,6.7534881986757345,0.1416887445643685,0.26173134068599235,2.410939459553893,-0.12636274279149695,-0.25826381498016937,0.5692025429969718,0.23451921801845302,True,['melodic rap'],1.8840085747941404,-0.03919701582306742,-0.005289271670540413,1.01196584358275,0.6267319372433914
Dance Monkey,Dance Monkey,Tones And I,2019-05-10,QZES71982312,-1.7015342238861928,4.479965130201703,4.87352386267605,4.440303497334273,1.3998952146840238,0.4633142309237367,4.222818152822254,5.292764364908125,3.848944896443473,0.5114765595015086,0.799347948495229,3.108956817556581,6.904656087541868,4.0546134221281465,-0.15928657266440088,10.166167422493444,1.2530964245694833,3.68084622447709,1.71354878311606,2.8998419641036013,0.7030555126759777,7.007823819247774,False,[],2.237091001586367,2.5110830506587414,2.9021204622048167,5.618363039190056,1.920649485603363
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401994,-1.7007782142788583,4.435854629326027,-0.43305468290411187,-0.6821907281242726,6.039640188279769,1.7608675344761742,-0.5582114976551367,-0.5831950208120191,-0.28386001971171304,-0.07559798772126078,-0.12210186426203101,-0.2922212232854785,2.686979518297894,-0.40452134584928534,-0.4495726285292318,0.6392272083586424,2.8771385560457388,3.8347743171950532,-0.5053598579091431,-0.32699463786752325,-0.4196118368427761,-0.3715265970899817,False,[],-0.4424240704069097,-0.34015668095858387,-0.32939650426663997,1.2303591355719585,2.8748525070133426
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,2023-04-08,KRA252300672,-1.700022204671524,4.394338863795977,-0.5134193276849748,-0.44378869676019306,-0.5916431260098226,-1.3903333455797455,-0.5421869608794939,-0.5650917963961019,5.489541528779368,1.519979576496785,1.8765954331958061,,-0.7346455130424155,-0.4258501478772978,,-0.5216958738279968,-0.35419999153489296,-0.6291403716258813,-0.5087546559498689,-0.32477850400448127,,,True,[],-0.48267471050404714,0.667204236158156,0.47744389005034155,-0.5308097918521936,-0.47292155877235775
I'm Good (Blue),I'm Good (Blue),David Guetta,2022-08-26,UKWLG2200055,-1.6992661950641896,4.3528230982659295,2.24903104248555,2.8521798450184637,7.297248263223551,1.2047732615251296,0.0901714397258107,0.30370317079677966,-0.08855000946314563,-0.10619398322616078,-0.018589630806326515,1.6138329658999753,3.217680543567003,6.880656235412348,4.020111424196954,3.2190562798845073,1.4583962734123284,5.489501313913158,0.3232540855719653,-0.21717331911473525,-0.21297336211869863,1.3984633983538242,True,['edm'],2.652015885109624,0.03579090445974209,0.09875459378530944,2.9122489326536796,3.4564925008452847
Daylight,Daylight,David Kushner,2023-04-14,QZXDB2300005,-1.6985101854568552,4.285359979279601,1.2619856432513576,1.6648376213434346,2.085605050010553,1.1429850089750135,-0.18341875844037878,0.16791265885200923,0.6605201290477055,0.314136089177724,0.2410161638613722,1.2851934841948331,1.5138509361240735,1.595874784237639,-0.2909069582428646,0.8235007134676328,0.595986868552912,2.103083274117967,-0.3380468022863109,-0.2808239043402715,-0.16634024059072416,1.0189078141585222,False,[],0.41251328527381936,0.028798702710496712,0.24102437401486662,1.1648897281425672,1.322261800919433
My Love Mine All Mine,The Land Is Inhospitable and So Are We,Mitski,2023-09-15,USJ5G2335007,-1.6977541758495207,4.264602096514577,1.0221609296230079,0.6543003955690483,2.340905576599953,1.3901380191754777,-0.5054066764977883,-0.429094017227712,1.1075994546569872,1.3544371578208623,0.7326676327914741,-0.06817058837641082,0.5083121514036562,-0.14741076861644442,4.360882011516538,0.5655178063150463,2.69469824578931,3.257543969502691,-0.4737203952172654,-0.30181199563143374,-0.21381971606100972,0.02535101248595215,False,[],0.9096184122489653,0.1136304781468429,0.46267157029657513,0.9367724654318016,1.6558110780042838
Please Please Please,Please Please Please,Sabrina Carpenter,2024-06-06,USUM72404101,-1.6969981662421862,4.251628419786437,-0.7208106941213631,-0.7988749967188997,5.379897130703442,1.2047732615251296,-0.5420519259142335,-0.4145239151908867,,-0.20455124929171933,-0.1972458730548256,-0.3483267928008025,2.016620328484282,-0.41266037917449094,-0.4603907424123932,0.7497913114240367,3.485493923203955,2.795759691348801,-0.5082211401962062,-0.33402645361980526,-0.46195593484643394,-0.41106644569500705,True,['pop'],-0.5128077781501774,-0.3696488994845295,-0.309537582241303,0.8858539761836829,2.8390214203688644
Houdini,Houdini - Single,Dua Lipa,2023-11-09,GBAHT2301246,-1.696242156634852,4.236060007712669,0.08588621636903633,-0.19811762492576496,2.173811714063355,1.0194085038747813,-0.359388250427333,-0.2949357346689444,-0.348445552768812,-0.13946112446009368,-0.1317085396432929,4.155616643637317,1.667474917123026,3.9835200215267106,0.26622590673994756,2.0949878987196664,7.581097259951483,3.911738363554035,-0.35640046388337465,-0.3227694137895436,-0.40026116892194863,-0.023052480948418372,False,['pop'],0.7157941023660742,-0.24554839503531295,-0.21719842956451904,1.4306628281362836,4.636841872550718
Danza Kuduro - Cover,GEKIATU BEST AGE SONG - CLUB SONG,MUSIC LAB JPN,2024-05-02,TCJPA2415647,-1.6954861470275175,4.217896860293273,2.2441014652961275,-0.8349108781995636,-0.7865118176745568,,,,,,,,,,,,,,,,,,True,['budots'],2.2441014652961275,,,-0.8349108781995636,-0.7865118176745568
If We Ever Broke Up,If We Ever Broke Up,Mae Stephens,2023-02-10,GBUM72300969,-1.694730137420183,4.197138977528248,-0.26460267914458957,-0.21747829944737015,0.767630731273703,0.33973772582350453,-0.48560994074609337,-0.4373958097737534,5.29480979863655,0.5049150745956978,0.7692287668268218,-0.48440932725577246,0.32675653749580297,0.29318379908318404,1.0180848216196647,0.16011609507526756,0.611137954810312,0.4098742542203707,-0.4660167751782221,-0.3093729229288711,,-0.049959081032685704,True,[],0.14516229159500932,0.14180941304036424,0.03375963241097221,0.07397913288304,0.2981197862760808
Despacito,Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-01-13,USUM71607007,-1.6939741278128486,4.194544242182621,2.414087952159053,1.6692524737761028,0.8798655795133926,0.6486789885740849,13.015249007746643,12.816871781927448,-0.05937184647866235,-0.06245367131462502,-0.003037139032650814,0.3365049103970955,1.7373039993952775,0.5167609335381124,-0.25484657863232657,2.076560548208767,0.19186048182356602,3.5654001549386174,1.0779352790721637,8.711258103343148,,2.8309543709042786,False,['latin'],0.9384843965342505,6.506105934356996,6.377209055306412,3.5519550559323827,0.4694103239113514
